code	name	image	n_additives	nutriscore	nova	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	omega-9-fat_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
2302196004144	Сыр голландский 1 кг 45% брус		0																																																																										
2302405238827	Bonbons suisses aux extraits de plantes et au miel	https://static.openfoodfacts.org/images/products/230/240/523/8827/front.12.400.jpg	2	d	4	1632		0	0								96	69				0				0	0																																										14	14							
23024762	Circus Clowntjes		6	e	4	1983		21	11								64	31			0	6.1				0.4	0.15748031496063	0																																									22	22							
23024861	Raspberries	https://static.openfoodfacts.org/images/products/23024861/front_en.5.400.jpg	0		1																																																																								
23026322	Jumbo Mushrooms	https://static.openfoodfacts.org/images/products/23026322/front_en.3.400.jpg	0		1																																																																								
23026339	Chestnut Mushrooms	https://static.openfoodfacts.org/images/products/23026339/front_en.3.400.jpg	0		1																																																																								
23026421	Large Vine Ripened Tomatoes	https://static.openfoodfacts.org/images/products/23026421/front_en.16.400.jpg	0	a	1	86		0.3	0								3.1	3.1			1	0.7				0.0254	0.01																																										-6	-6							
23026780	Verse Pizza 4 Formaggi		2	d	4	1097		11	6.3								29	2.8			1.7	11				1.13	0.444881889763779																																										12	12							
23027695	hazelnootpasta	https://static.openfoodfacts.org/images/products/23027695/front_en.4.400.jpg	0	e	4	2289		34	7.1								52	51			2.9	6.3				0.19	0.0748031496062992																																										20	20							
2303077001153	Calabaza &quot;Ramafrut&quot;	https://static.openfoodfacts.org/images/products/230/307/700/1153/front.3.400.jpg	0		1																																																																								
23030978	Buttertoast		0																																																																										
2303343002754	Bio Rübli Karottenkäse	https://static.openfoodfacts.org/images/products/230/334/300/2754/front.4.400.jpg	0		3																																																																								
23036406	Brazilian Mix ou Texas Hot Mix	https://static.openfoodfacts.org/images/products/23036406/front.4.400.jpg	0	e		2297		37	6.4								30	5.4				21				1.8	0.708661417322835																																										20	20							
2303652004289	Cerezas	https://static.openfoodfacts.org/images/products/230/365/200/4289/front.7.400.jpg	0		1																																																																								
2303800001368	Plátanos &quot;Reybanpack&quot;	https://static.openfoodfacts.org/images/products/230/380/000/1368/front.3.400.jpg	0		1																																																																								
23038141	Milk Jumbo		2	e	4	2322		35	16.1								49.2	38.9				9.6				0.22	0.0866141732283465																																										24	24							
23038257	Toffee Mélange		2	e	4	1745		12.3	7.8								75.9	51.5				2.4				0.25	0.0984251968503937																																										23	23							
2303829001363	Chirimoyas &quot;Mercomotril&quot;	https://static.openfoodfacts.org/images/products/230/382/900/1363/front.4.400.jpg	0		1																																																																								
2303858001839	Aguacates &quot;Frutas Montosa&quot;	https://static.openfoodfacts.org/images/products/230/385/800/1839/front.6.400.jpg	0		1																																																																								
2304102000011	saucisson sec		1	d	4	1238		16	5.4								2.9	1.9				35				5.1	2.00787401574803																																										18	18							
2304384005506	Kebab		2		4	1281		28	11								1.2					11				1.9	0.748031496062992																																																		
23046047	Delikatess Senf mittelscharf	https://static.openfoodfacts.org/images/products/23046047/front.4.400.jpg	0	d	3	456		6.7	0.3								2.8	1.4				6				3.1	1.22047244094488																																										11	11							
23046399	fou d'eau		0																																																																										
23048034	Tuiles de chocolat noir	https://static.openfoodfacts.org/images/products/23048034/front.8.400.jpg	1	e	4	2234		31	20								55	45			7.6	6.9				0.3	0.118110236220472																																										21	21							
23048829	Mixed Vegetable Selection	https://static.openfoodfacts.org/images/products/23048829/front_en.3.400.jpg	0	a	1	129		0.7	0.2								2.9	2.7			3	3				0.1016	0.04																																										-9	-9							
23050396	Melon Cantaloup	https://static.openfoodfacts.org/images/products/23050396/front.3.400.jpg	0		1																																																																								
23052949	Puur Pindakaas		0	c	2	2544		48	7.7								12	5.7			8.9	27				0.3	0.118110236220472																																										6	11							
23059962	Pak Choi	https://static.openfoodfacts.org/images/products/23059962/front_en.3.400.jpg	0		1	48		0.2									0.8					1.6												0.026					4.1e-05																																						
23062733	Sojaghurt Vanille		0	b	4	310		1.2	0.2								12	9.9			0.7	3.5				0.1	0.0393700787401575																																										0	0							
2306375001603	Courgette		0																																																																										
2306416148861	Riz quinoa coco	https://static.openfoodfacts.org/images/products/230/641/614/8861/front.8.400.jpg	0	b	4	236		1.2	0.8								10	4.1			0.2	1.2				0.04	0.015748031496063																																										0	0							
23064683	Milsani jogging morango		0	b	3	381		0.7	0.4								16.4	14.8				3.6				0.16	0.062992125984252																																										2	2							
23066007	Yaourt à la Grecque		0	c	1	540		10	6.6								5.1	5.1				4.2				0.13	0.0511811023622047																																										6	6							
23070769	10 Witte bollen		1	a	4	1023		1.5	1								46	3.4			3	9.6				0.93	0.366141732283465																																										-1	-1							
23073159	tijgerbrood		1	a	1	1184		1.2	0.2								55	1.8			3.7	10				1	0.393700787401575																																										-1	-1							
23078321	Poudre milkshake fraise		0		4	331		1.6	1								13	12				3.4				0.13	0.0511811023622047																																																		
23079656	Verse Pizza Tonno		2	c	4	961		7.7	3.9								29	2.9			1.8	10				0.99	0.389763779527559																																										3	3							
23086401	Bronwater		0		1																																																																								
23087897	Chili con carne		0	c		368		3.9	1.4								6.9	1.8				3.2				1.1	0.433070866141732																																										5	5							
23093034	Baguettes Wit		0	b	4	1055		1	0.5								50	3.1			2.5	8.7				1.3	0.511811023622047																																										1	1							
2309601001507	Coeur de jambon		0	e		1096		16.5	7.2								0.8	0.8				27.5				5.25	2.06692913385827																																										20	20							
2309640004224	Diot de Savoie		0	e		1209		24	9.7								0	0				18				2.2	0.866141732283465																																										21	21							
231	Bramwells American Style Peanut Butter		0	e	3	2470		46.6	8.12								19.1	10.6				21.2				1.1	0.431																																										21	21							
23116467	Gewürzgurken auslese	https://static.openfoodfacts.org/images/products/23116467/front.3.400.jpg	0	b		105		0.2	0.1								4.3	4				0.4				1.3	0.511811023622047																																										0	0							
23119017	Feiner Raffinade Zucker	https://static.openfoodfacts.org/images/products/23119017/front.7.400.jpg	0	d	2	1700		0	0								100	100				0				0	0																																										15	15							
23122192	Pesto Rosso aux Tomates et Basilic		0	d		430		36	4								18	12				5.6				2.5	0.984251968503937																																										16	16							
23127104	Vollmilch Joghurt mild	https://static.openfoodfacts.org/images/products/23127104/front.4.400.jpg	0																																																																										
23137622	Bolachas de Aveia e Chocolate (Pastelaria Sueca)		3	e	4	2121		25.9	14.1								61.3	40.7				5.2				0.25	0.0984251968503937																																										26	26							
23137738	Sweet Chili Sauce	https://static.openfoodfacts.org/images/products/23137738/front.7.400.jpg	0	e	3	855		0.2	0.1								49	46			0.7	0.2				2.4892	0.98																																										22	22							
2314427005721	AMANDE COMPLETE DECORTIQUEE		0			2653		53.5	4.19								7.85	4.4				21.1																																																							
23147720	Rapsöl		0	c		3464		92	6.5								0.1	0.1				0.1				0.1	0.0393700787401575																																										10	16							
23152397	Rosmarin geschnitten		0																																																																										
